Movie Name,Storyline,story_length,word_count,char_length,clean_story
Trifole,"In this bittersweet portrait of a vanishing rural way of life, Dalia travels to Piedmont to care for her aging grandfather Igor, an expert forager. Armed with his loyal dog Birba, she hunts for a prizewinning truffle to save his home.",234,41,234,bittersweet portrait vanishing rural way life dalia travels piedmont care aging grandfather igor expert forager armed loyal dog birba hunts prizewinning truffle save home
Mama's Boy,"A controversial affair unfolds when a young man, Glen, manipulates his stepmother, Lorraine and her sister, Leilanie, to fall for him to exact revenge on his father, Mauro. But there is twist and Glen is in for life-shattering shock.",233,39,233,controversial affair unfolds young man glen manipulates stepmother lorraine sister leilanie fall exact revenge father mauro twist glen lifeshattering shock
Apollo 13: Survival,"In April 1970, NASA faced the greatest crisis in its history; three astronauts halfway to the moon on a spacecraft that had suffered a catastrophic explosion.",158,26,158,april nasa faced greatest crisis history three astronauts halfway moon spacecraft suffered catastrophic explosion
Shark Warning,"Two decades later, a man returns to his hometown after a great white shark killed his brother. When the shark resurfaces and claims more victims, he forms alliances to hunt down and eliminate the predator once and for all.",222,39,222,two decades later man returns hometown great white shark killed brother shark resurfaces claims victims forms alliances hunt eliminate predator
A Place Called Silence,"Chen Yutong, a girl's middle school student, was bullied at school, but her mother Li Han was unable to save her daughter from the ""hell"". Everyone around her turned a blind eye, and a collective silence brewed greater violence.",228,39,228,chen yutong girls middle school student bullied school mother li han unable save daughter hell everyone around turned blind eye collective silence brewed greater violence
Operation Undead,"1941. Chumphon Province, Thailand. Mok and his ragtag unit of young soldiers are thrown against the invading Japanese forces. The invaders bring with them a terrifying biological weapon, unaware that it has plans of its own.",224,36,224,chumphon province thailand mok ragtag unit young soldiers thrown invading japanese forces invaders bring terrifying biological weapon unaware plans
Noah's Ark,Tom and Vini are two bohemian mice who stow away on Noah's Ark. They must use their musical talents to enter a competition and help maintain peace among the animals.,165,30,165,tom vini two bohemian mice stow away noahs ark must use musical talents enter competition help maintain peace among animals
Mother of the Bride,Lana's daughter Emma returns from London and announces that she's getting married next month. Things become more complicated when Lana learns that the man who stole Emma's heart is the son of the man who broke hers years ago.,225,39,225,lanas daughter emma returns london announces shes getting married next month things become complicated lana learns man stole emmas heart son man broke years ago
Kanguva,A tribal warrior's fierce struggle to save his people a millennium ago is mysteriously linked to a bounty hunter's perilous quest in the present.,145,24,145,tribal warriors fierce struggle save people millennium ago mysteriously linked bounty hunters perilous quest present
Naomi: Reversed,"A teacher named Naomi takes in Yuzuru, a younger man she found alone. While caring for him like a stray cat, she falls for him despite his wild nature. She questions her choice but has no one to confide in.",206,40,206,teacher named naomi takes yuzuru younger man found alone caring like stray cat falls despite wild nature questions choice one confide
Meet the Barbarians,"Brittany's Town has unanimously decided to accept Ukrainian refugees in exchange for government subsidies. However, instead of seeing Ukrainians arrive, they now see Syrian migrants, which has caused some conflicts.",215,30,215,brittanys town unanimously decided accept ukrainian refugees exchange government subsidies however instead seeing ukrainians arrive see syrian migrants caused conflicts
Night Shift,"A young nurse with a past of family violence starts working the night shift at a small hospital, where during the night a ghost nurse materializes.",147,26,147,young nurse past family violence starts working night shift small hospital night ghost nurse materializes
Stormskerry Maja,"Seventeen-year-old Maja marries Janne, a fisherman, against her will. Her life on Stormskäret is full of challenges and setbacks. As a fisherman's wife, she has to fend for herself and take care of the family when her husband is at sea.",236,41,236,seventeenyearold maja marries janne fisherman life stormskret full challenges setbacks fishermans wife fend take care family husband sea
Bushido,"Kakunoshin Yanagida was a samurai, forced to leave the Han due to a false accusation. He then lived in poverty with his daughter Kinu.",134,24,134,kakunoshin yanagida samurai forced leave han due false accusation lived poverty daughter kinu
Becky,"A pretty, twisted and dangerous woman becomes obsessed with a happily married man who recently moves into the neighbourhood and wreaks havoc in every aspect of the couple's life.",178,29,178,pretty twisted dangerous woman becomes obsessed happily married man recently moves neighbourhood wreaks havoc every aspect couples life
Mononoke the Movie: The Phantom in the Rain,"A deadly and mysterious master of the occult travels across feudal Japan, seeking malevolent spirits called Mononoke to slay. He must uncover their Form, Truth, and Reason to wield the mighty Exorcism Sword against them.",220,35,220,deadly mysterious master occult travels across feudal japan seeking malevolent spirits called mononoke slay must uncover form truth reason wield mighty exorcism sword
